algo,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_20k@20k,abs_diff_from_20k@20k,final_score
tqc,3400.0,-29839.5435546875,201933.73968931774,8459.745703125001,8459.745703125001,5.5
td3,3400.0,-29915.90390625,1054382.6384855118,3156.0908203125,3156.0908203125,14.5
ddpg,15400.0,-29550.6421875,3737842.6899611554,7939.5078125,7939.5078125,28.0
dpg,,,,,,
ppo,,,,,,
reinforce,,,,,,
sac,,,,,,
trpo,,,,,,
avg,,,,,,
